0	34.0362
1	34.7725
2	36.1123
3	35.5401
4	34.6744
5	34.3054
6	34.9915
7	37.0305
8	36.0086
9	33.6424
10	34.6308
11	35.8104
12	36.4729
13	34.3123
14	35.6377
15	35.1482
16	36.0064
17	37.418
18	36.0075
19	34.3686
20	34.5737
21	34.2854
22	36.4323
23	35.6086
24	35.1761
25	34.9465
26	35.9465
27	36.107
28	36.6389
29	35.7934
30	35.6125
31	35.7563
32	34.549
33	34.3988
34	35.2308
35	36.5734
36	36.3935
37	36.5456
38	36.0967
39	35.0874
40	34.8359
41	34.429
42	35.1618
43	36.1204
44	35.1089
45	35.7434
46	35.0339
47	35.5635
48	33.4342
49	35.2255
50	33.8211
51	35.3068
52	34.2563
53	35.1221
54	34.5422
55	34.5346
56	34.4679
57	34.2034
58	35.0822
59	35.1336
60	34.3753
61	34.4801
62	34.5799
63	35.6693
64	34.9369
65	35.9467
66	35.9812
67	37.9394
68	37.6369
69	37.2398
70	36.8094
71	35.727
72	37.623
73	37.8879
74	36.6552
75	37.2591
76	37.8781
77	38.648
78	37.3397
79	37.839
80	36.322
81	38.6653
82	38.644
83	35.2254
84	35.4052
85	35.9488
86	35.9252
87	38.0737
88	36.7126
89	37.9648
90	38.3384
91	37.9856
92	38.1304
93	35.842
94	38.0331
