0	33.5022
1	35.2149
2	33.8121
3	33.8004
4	33.377
5	34.4523
6	35.2028
7	33.4742
8	34.5453
9	34.8277
10	32.6711
11	33.8632
12	34.7063
13	34.3864
14	34.1277
15	34.9129
16	33.48
17	33.8113
18	33.631
19	33.2871
20	33.0696
21	33.5892
22	34.1851
23	33.5094
24	33.4286
25	33.2187
26	32.8994
27	33.411
28	32.84
29	32.8201
30	33.1799
31	33.7016
32	35.7211
33	35.9745
34	35.8889
35	36.2305
36	36.5647
37	35.0858
38	36.0049
39	36.1968
40	35.3231
41	36.1451
42	34.845
43	35.6487
44	34.4047
45	34.6213
46	34.68
47	34.9761
48	33.2559
49	34.5064
50	35.0364
51	34.9634
52	34.5589
53	35.3112
54	35.3212
55	34.5059
56	35.3205
57	35.3967
58	35.8996
59	35.1185
60	34.3235
61	33.5008
62	35.3931
63	35.7545
64	32.8869
65	33.9307
66	33.3678
67	32.895
68	33.1907
69	33.5276
70	34.4955
71	32.3945
72	32.5153
73	32.8446
74	31.7591
75	33.4679
76	32.2336
77	32.3288
78	32.8328
79	33.9173
80	32.4355
81	33.3959
82	32.1384
83	33.1395
84	29.6829
85	32.6262
86	31.5664
87	33.2835
88	31.8041
89	32.3292
90	32.9003
91	32.1341
92	31.7593
93	32.6836
94	31.579
