0	35.1801
1	34.79
2	35.0846
3	34.1355
4	34.9764
5	35.708
6	36.0932
7	36.5612
8	35.7997
9	35.4846
10	36.3059
11	36.011
12	36.2846
13	34.4868
14	35.5628
15	36.0786
16	34.8063
17	35.4037
18	35.4241
19	35.6566
20	34.292
21	35.1743
22	34.5747
23	35.7633
24	33.6072
25	34.7343
26	35.7075
27	34.676
28	32.888
29	35.8579
30	34.9355
31	35.2452
32	34.2056
33	34.111
34	34.18
35	33.9234
36	33.4714
37	32.7161
38	33.2905
39	33.6956
40	32.9192
41	34.9065
42	34.8947
43	34.8768
44	34.5483
45	35.9379
46	34.7278
47	34.8886
48	33.8697
49	34.02
50	33.3918
51	34.8377
52	34.3266
53	34.5139
54	32.4006
55	33.6076
56	32.9424
57	33.8589
58	33.6913
59	33.6082
60	33.6224
61	34.4381
62	33.6721
63	36.1153
64	34.2445
65	35.3494
66	34.3739
67	35.0992
68	33.3932
69	35.378
70	34.5814
71	34.0881
72	33.7995
73	34.0931
74	33.2675
75	33.0385
76	33.5773
77	35.4283
78	33.4779
79	33.412
80	33.2098
81	33.7703
82	34.0443
83	33.2445
84	32.7108
85	34.2166
86	32.059
87	33.5396
88	33.2052
89	33.9702
90	33.234
91	30.7315
92	33.019
93	31.7899
94	33.1662
