0	37.3619
1	35.6695
2	36.7547
3	36.7941
4	36.0262
5	36.1294
6	37.2459
7	37.2562
8	37.9216
9	37.9226
10	39.3863
11	39.3995
12	38.5151
13	38.5868
14	41.8283
15	34.2793
16	39.0337
17	38.0874
18	39.4878
19	38.8545
20	40.0175
21	40.7376
22	40.3482
23	39.8109
24	40.2555
25	39.7303
26	39.5134
27	39.8039
28	40.5258
29	37.9774
30	40.204
31	40.5288
32	35.3465
33	34.632
34	36.5614
35	35.426
36	34.8763
37	35.0043
38	35.9495
39	36.6978
40	34.1994
41	34.9117
42	35.5647
43	35.6348
44	34.114
45	33.7503
46	34.1961
47	35.0995
48	33.8491
49	32.93
50	33.7961
51	34.2943
52	33.8411
53	33.9928
54	35.0708
55	34.0725
56	34.0643
57	35.7539
58	34.2275
59	34.7068
60	35.8358
61	34.697
62	34.2149
63	34.465
64	38.2988
65	36.532
66	36.7354
67	36.5295
68	36.1832
69	37.8769
70	37.2623
71	36.5525
72	36.4053
73	37.3099
74	36.9771
75	36.5317
76	35.3936
77	36.5631
78	36.5274
79	37.1182
80	34.4503
81	36.2002
82	36.7091
83	36.5352
84	35.4596
85	36.3092
86	35.0997
87	36.5943
88	35.9805
89	35.2
90	37.0946
91	37.4093
92	35.0005
93	35.399
94	34.8374
95	35.0355
