0	34.9195
1	33.3892
2	33.9192
3	34.2519
4	33.8236
5	35.9225
6	35.0265
7	33.7971
8	33.8112
9	33.3839
10	33.9678
11	34.6467
12	34.0393
13	34.162
14	33.6008
15	33.362
16	35.0809
17	34.4645
18	34.3121
19	33.9171
20	33.7877
21	33.7142
22	32.9614
23	33.7864
24	33.8904
25	32.3349
26	33.5273
27	32.0468
28	32.0363
29	32.4721
30	31.7251
31	32.886
32	32.7751
33	33.4585
34	33.294
35	32.3416
36	32.6542
37	32.2293
38	32.3708
39	32.5481
40	32.3924
41	33.4179
42	32.5973
43	32.307
44	32.5588
45	31.8043
46	33.5145
47	32.1841
48	32.1492
49	32.4543
50	31.0942
51	31.7894
52	31.2301
53	33.571
54	30.8935
55	31.2168
56	30.6807
57	31.1857
58	30.8033
59	30.9408
60	31.7586
61	30.8204
62	31.5371
63	31.9968
64	33.2708
65	31.8984
66	33.2825
67	31.3011
68	31.497
69	32.1382
70	32.0829
71	31.3445
72	31.9769
73	31.9231
74	32.1747
75	31.7411
76	31.6014
77	32.063
78	31.8277
79	32.674
80	31.982
81	31.7702
82	32.3939
83	31.4693
84	30.6487
85	32.6108
86	30.922
87	31.3619
88	29.9479
89	31.6087
90	32.3617
91	29.6871
92	31.127
93	32.2467
94	31.8276
