0	34.8326
1	35.2628
2	34.6318
3	37.213
4	36.5116
5	35.0525
6	36.2831
7	36.167
8	35.2213
9	35.6377
10	36.2276
11	36.7009
12	34.9875
13	36.4912
14	35.0652
15	36.3485
16	35.9271
17	35.7537
18	36.6685
19	35.7518
20	34
21	34.107
22	35.109
23	34.0948
24	32.783
25	34.1323
26	33.4788
27	33.8233
28	33.9863
29	33.2277
30	32.8327
31	34.8957
32	35.6346
33	36.5791
34	35.5543
35	35.4486
36	35.5038
37	36.2152
38	35.326
39	35.8491
40	36.2621
41	37.2267
42	36.0502
43	36.5267
44	35.3975
45	35.3006
46	35.6297
47	35.5776
48	34.6477
49	36.8905
50	35.1124
51	35.1138
52	34.8065
53	36.1842
54	36.0888
55	36.2533
56	35.6812
57	35.9854
58	35.6704
59	35.8156
60	34.6131
61	34.083
62	33.6901
63	36.7405
64	35.5763
65	35.602
66	35.9337
67	35.6109
68	37.8629
69	37.443
70	36.8809
71	36.7515
72	36.3299
73	36.6306
74	36.0261
75	35.7883
76	36.0422
77	36.3614
78	36.0587
79	36.2324
80	35.3949
81	36.1951
82	35.5979
83	35.3427
84	34.9245
85	34.9893
86	34.719
87	34.6174
88	36.2434
89	33.7212
90	35.0192
91	34.2861
92	34.0917
93	33.3171
94	32.5332
